simTime,id_1,rssi_1,id_2,rssi_2,id_3,rssi_3,id_4,rssi_4,id_5,rssi_5,id_6,rssi_6,id_7,rssi_7,id_8,rssi_8,id_9,rssi_9,id_10,rssi_10
0.0,1.0,47.723319,2.0,64.01132,3.0,57.827942,4.0,43.165663,5.0,87.865147,6.0,23.863465,7.0,42.766261,8.0,46.9979,9.0,40.391593,10.0,53.993578
0.2,1.0,46.754823,2.0,53.41871,3.0,42.452811,4.0,62.720205,5.0,43.900703,6.0,36.001402,7.0,49.391502,8.0,39.236763,9.0,45.287528,10.0,60.990197
0.4,1.0,28.523319,2.0,34.358554,3.0,26.696814,4.0,41.337454,5.0,30.417978,6.0,20.934793,7.0,25.667299,8.0,26.155632,9.0,26.585448,10.0,36.92119
0.6,1.0,25.07906,2.0,31.399502,3.0,24.421435,4.0,34.006358,5.0,28.75558,6.0,14.865439,7.0,21.77233,8.0,24.125851,9.0,22.795172,10.0,32.809839
0.8,1.0,25.888666,2.0,32.573685,3.0,25.943666,4.0,32.382864,5.0,30.994,6.0,13.405293,7.0,22.010722,8.0,25.586941,9.0,22.910112,10.0,33.139256
1.0,1.0,46.664287,2.0,61.810821,3.0,56.699594,4.0,42.774508,5.0,88.88646,6.0,24.259484,7.0,43.170257,8.0,46.756373,9.0,40.863049,10.0,53.635727
1.2,1.0,46.989857,2.0,54.935297,3.0,39.592756,4.0,60.84679,5.0,44.581597,6.0,35.702791,7.0,49.415115,8.0,39.698891,9.0,44.451583,10.0,61.11453
1.4,1.0,29.019834,2.0,34.963804,3.0,23.718814,4.0,40.734167,5.0,31.100387,6.0,19.953188,7.0,24.584882,8.0,26.585594,9.0,25.904943,10.0,37.075837
1.6,1.0,25.469459,2.0,31.822518,3.0,21.400534,4.0,33.218105,5.0,29.443249,6.0,13.919405,7.0,20.618877,8.0,24.532126,9.0,22.212256,10.0,32.910829
1.8,1.0,26.193767,2.0,32.856776,3.0,22.875647,4.0,31.498638,5.0,31.681947,6.0,12.503811,7.0,20.831159,8.0,25.967382,9.0,22.402793,10.0,33.202981
2.0,1.0,47.251113,2.0,69.515355,3.0,54.802238,4.0,41.276861,5.0,88.867822,6.0,23.271666,7.0,49.988066,8.0,46.054077,9.0,45.566939,10.0,53.206261
2.2,1.0,48.499559,2.0,65.616004,3.0,41.681981,4.0,59.59845,5.0,43.131313,6.0,36.125579,7.0,58.918734,8.0,38.783222,9.0,48.946203,10.0,61.14187
2.4,1.0,30.868645,2.0,44.652796,3.0,25.703379,4.0,40.720858,5.0,29.653686,6.0,19.660858,7.0,32.875722,8.0,25.64025,9.0,30.593071,10.0,37.158084
2.6,1.0,27.206739,2.0,41.322482,3.0,23.343763,4.0,33.017591,5.0,28.001796,6.0,13.666663,7.0,28.836174,8.0,23.563452,9.0,26.998515,10.0,32.938329
2.8,1.0,27.84059,2.0,42.213748,3.0,24.773031,4.0,31.2024,5.0,30.240631,6.0,12.297397,7.0,29.020373,8.0,24.973167,9.0,27.264922,10.0,33.192442
3.0,1.0,39.689737,2.0,68.492481,3.0,59.357124,4.0,43.819029,5.0,88.184009,6.0,26.636982,7.0,49.612347,8.0,47.386437,9.0,45.701065,10.0,53.213224
3.2,1.0,41.861987,2.0,67.745065,3.0,47.254358,4.0,61.564505,5.0,42.347806,6.0,39.874302,7.0,59.95844,8.0,40.356684,9.0,48.275193,10.0,61.575704
3.4,1.0,24.649257,2.0,45.700852,3.0,31.184554,4.0,43.88552,5.0,28.87576,6.0,22.661387,7.0,32.584502,8.0,27.186536,9.0,30.149036,10.0,37.672313
3.6,1.0,20.870031,2.0,42.174715,3.0,28.785138,4.0,35.993018,5.0,27.229103,6.0,16.710836,7.0,28.468778,8.0,25.086766,9.0,26.652981,10.0,33.396693
3.8,1.0,21.408028,2.0,42.920221,3.0,30.169799,4.0,34.082449,5.0,29.467941,6.0,15.389702,7.0,28.622767,8.0,26.471231,9.0,26.995433,10.0,33.611984
4.0,1.0,39.491473,2.0,55.815192,3.0,56.382774,4.0,41.180353,5.0,87.062883,6.0,25.687368,7.0,44.985284,8.0,45.195795,9.0,41.394554,10.0,52.099111
4.2,1.0,42.471008,2.0,58.156237,3.0,45.230934,4.0,58.377387,5.0,41.685313,6.0,39.325289,7.0,56.943891,8.0,38.404162,9.0,43.142704,10.0,60.859059
4.4,1.0,25.75528,2.0,34.932685,3.0,29.083474,4.0,41.86034,5.0,28.220778,6.0,21.330396,7.0,28.112085,8.0,25.209341,9.0,25.272283,10.0,37.062258
4.6,1.0,21.852538,2.0,31.203964,3.0,26.645767,4.0,33.776807,5.0,26.57934,6.0,15.427575,7.0,23.917421,8.0,23.086957,9.0,21.87493,10.0,32.729624
4.8,1.0,22.289043,2.0,31.801262,3.0,27.987026,4.0,31.771298,5.0,28.81805,6.0,14.156403,7.0,24.038906,8.0,24.44646,9.0,22.293503,10.0,32.905298
5.0,1.0,43.437569,2.0,55.834015,3.0,57.676037,4.0,40.598162,5.0,88.014721,6.0,20.450862,7.0,44.190289,8.0,51.299341,9.0,42.128177,10.0,51.195295
5.2,1.0,47.114274,2.0,61.235602,3.0,47.413073,4.0,57.273989,5.0,43.554778,6.0,34.506291,7.0,57.965242,8.0,44.742656,9.0,43.037673,10.0,60.322838
5.4,1.0,30.972465,2.0,36.726302,3.0,31.20152,4.0,41.882647,5.0,30.099619,6.0,15.695314,7.0,27.547847,8.0,31.525666,9.0,25.447114,10.0,36.659326
5.6,1.0,26.939569,2.0,32.788318,3.0,28.727002,4.0,33.606544,5.0,28.463385,6.0,9.844323,7.0,23.271339,8.0,29.381023,9.0,22.148504,10.0,32.268497
5.8,1.0,27.268697,2.0,33.235302,3.0,30.026028,4.0,31.50663,5.0,30.701838,6.0,8.624964,7.0,23.357843,8.0,30.715853,9.0,22.643172,10.0,32.403748
6.0,1.0,41.131942,2.0,52.122944,3.0,55.884928,4.0,38.370203,5.0,87.290651,6.0,21.425277,7.0,41.228824,8.0,49.771192,9.0,46.511319,10.0,51.245397
6.2,1.0,45.403146,2.0,60.582774,3.0,46.452916,4.0,54.551177,5.0,44.059166,6.0,35.914242,7.0,57.009842,8.0,43.44611,9.0,46.57778,10.0,60.710427
6.4,1.0,29.908813,2.0,34.676569,3.0,30.190762,4.0,40.250145,5.0,30.615179,6.0,16.253319,7.0,24.897881,8.0,30.209454,9.0,29.286774,10.0,37.207186
6.6,1.0,25.738641,2.0,30.522773,3.0,27.680884,4.0,31.780219,5.0,28.984134,6.0,10.45826,7.0,20.536475,8.0,28.04291,9.0,26.086791,10.0,32.75695
6.8,1.0,25.954263,2.0,30.817695,3.0,28.938818,4.0,29.586529,5.0,31.222207,6.0,9.292587,7.0,20.585322,8.0,29.353351,9.0,26.657426,10.0,32.850962
7.0,1.0,51.242027,2.0,44.926254,3.0,55.344762,4.0,37.037415,5.0,81.145529,6.0,27.567221,7.0,38.885648,8.0,49.002757,9.0,48.863081,10.0,52.318541
7.2,1.0,56.013306,2.0,56.454859,3.0,46.689551,4.0,52.748746,5.0,39.312363,6.0,42.504019,7.0,56.804371,8.0,42.905782,9.0,48.090423,10.0,62.090954
7.4,1.0,41.235478,2.0,29.043935,3.0,30.390149,4.0,39.503689,5.0,25.881279,6.0,21.960359,7.0,22.949904,8.0,29.651958,9.0,31.11453,10.0,38.775022
7.6,1.0,36.920383,2.0,24.667967,3.0,27.846332,4.0,30.839001,5.0,24.255406,6.0,16.225321,7.0,18.500394,8.0,27.463866,9.0,28.01291,10.0,34.264136
7.8,1.0,37.016119,2.0,24.809451,3.0,29.06428,4.0,28.552255,5.0,26.49298,6.0,15.115222,7.0,18.508688,8.0,28.750203,9.0,28.659284,10.0,34.316081
8.0,1.0,49.386177,2.0,42.641999,3.0,54.509771,4.0,37.562684,5.0,80.400881,6.0,28.185227,7.0,38.022836,8.0,48.283679,9.0,49.333336,10.0,52.447425
8.2,1.0,54.571869,2.0,57.242028,3.0,46.580679,4.0,52.828301,5.0,40.030141,6.0,43.58121,7.0,58.069755,8.0,42.411179,9.0,47.733645,10.0,62.497358
8.4,1.0,40.574223,2.0,28.239188,3.0,30.257162,4.0,40.606036,5.0,26.613627,6.0,22.124273,7.0,22.56707,8.0,29.142676,9.0,31.084652,10.0,39.395605
8.6,1.0,36.105984,2.0,23.634934,3.0,27.680796,4.0,31.745987,5.0,24.992911,6.0,16.453318,7.0,18.026082,8.0,26.933391,9.0,28.080988,10.0,34.822789
8.8,1.0,36.07521,2.0,23.62199,3.0,28.859835,4.0,29.367,5.0,27.229869,6.0,15.400695,7.0,17.990693,8.0,28.195905,9.0,28.802771,10.0,34.831828
9.0,1.0,43.192697,2.0,40.871492,3.0,59.467594,4.0,29.138181,5.0,78.765682,6.0,37.743273,7.0,34.132032,8.0,44.064889,9.0,47.618837,10.0,51.365064
9.2,1.0,48.716103,2.0,58.50134,3.0,52.217131,4.0,43.98068,5.0,39.853303,6.0,53.605161,7.0,56.029682,8.0,38.413116,9.0,45.212121,10.0,61.663127
9.4,1.0,35.556505,2.0,27.873788,3.0,35.882347,4.0,32.74919,5.0,26.452964,6.0,31.208312,7.0,19.240163,8.0,25.132412,9.0,28.898442,10.0,38.802028
9.6,1.0,30.926271,2.0,23.035453,3.0,33.274794,4.0,23.693555,5.0,24.837388,6.0,25.605459,7.0,14.60415,8.0,22.902287,9.0,25.992192,10.0,34.165968
9.8,1.0,30.762118,2.0,22.867485,3.0,34.415969,4.0,21.223231,5.0,27.073616,6.0,24.612225,7.0,14.521686,8.0,24.141258,9.0,26.788955,10.0,34.131252
10.0,1.0,41.504204,2.0,39.742129,3.0,57.802251,4.0,31.034404,5.0,78.199038,6.0,37.916623,7.0,37.184738,8.0,44.2251,9.0,50.205779,10.0,51.367546
10.2,1.0,47.297484,2.0,60.254668,3.0,51.185886,4.0,45.475043,5.0,40.701743,6.0,54.244183,7.0,60.277582,8.0,38.790201,9.0,47.01959,10.0,61.885036
10.4,1.0,35.027868,2.0,28.083294,3.0,34.852333,4.0,35.203442,5.0,27.31912,6.0,30.88697,7.0,22.937993,8.0,25.499759,9.0,31.046668,10.0,39.290467
10.6,1.0,30.226102,2.0,23.005473,3.0,32.214923,4.0,25.952393,5.0,25.708667,6.0,25.356182,7.0,18.203227,8.0,23.249146,9.0,28.237163,10.0,34.589813
10.8,1.0,29.921462,2.0,22.682285,3.0,33.31925,4.0,23.391725,5.0,27.944058,6.0,24.424257,7.0,18.070014,8.0,24.464852,9.0,29.108377,10.0,34.510483
11.0,1.0,52.613838,2.0,44.006675,3.0,46.505563,4.0,29.397397,5.0,76.226274,6.0,40.552323,7.0,37.451439,8.0,42.9742,9.0,42.10135,10.0,47.064205
11.2,1.0,58.617673,2.0,67.06248,3.0,40.481515,4.0,43.45613,5.0,40.080725,6.0,57.335275,7.0,60.773707,8.0,37.752235,9.0,38.17027,10.0,57.773304
11.4,1.0,47.284203,2.0,33.627081,3.0,24.161286,4.0,34.114586,5.0,26.717299,6.0,33.00648,7.0,23.926788,8.0,24.454502,9.0,22.540969,10.0,35.470349
11.6,1.0,42.300611,2.0,28.304842,3.0,21.495317,4.0,24.668727,5.0,25.111953,6.0,27.551646,7.0,19.089348,8.0,22.183751,9.0,19.827418,10.0,30.703714
11.8,1.0,41.848146,2.0,27.826639,3.0,22.563785,4.0,22.018796,5.0,27.346399,6.0,26.682952,7.0,18.901402,8.0,23.376468,9.0,20.77246,10.0,30.578898
12.0,1.0,50.632019,2.0,44.25161,3.0,47.48219,4.0,33.241432,5.0,74.912492,6.0,40.722595,7.0,47.063054,8.0,43.465363,9.0,40.448327,10.0,48.610147
12.2,1.0,56.795076,2.0,69.242404,3.0,42.011248,4.0,46.936964,5.0,40.046918,6.0,57.936589,7.0,69.653138,8.0,38.452318,9.0,35.813295,10.0,59.484096
12.4,1.0,46.438535,2.0,35.096997,3.0,25.715975,4.0,38.496612,5.0,26.704111,6.0,32.638192,7.0,34.332003,8.0,25.149721,9.0,20.528277,10.0,37.496879
12.6,1.0,41.261995,2.0,29.525961,3.0,23.022716,4.0,28.857007,5.0,25.103854,6.0,27.263118,7.0,29.38777,8.0,22.859181,9.0,17.909779,10.0,32.662835
12.8,1.0,40.654146,2.0,28.893354,3.0,24.056285,4.0,26.118976,5.0,27.337253,6.0,26.459573,7.0,29.140767,8.0,24.029183,9.0,18.927928,10.0,32.491654
13.0,1.0,50.645632,2.0,45.239613,3.0,45.946948,4.0,33.391349,5.0,66.933113,6.0,38.779263,7.0,52.815869,8.0,45.857917,9.0,39.794782,10.0,47.933685
13.2,1.0,56.923909,2.0,71.31282,3.0,40.992307,4.0,46.741198,5.0,33.273969,6.0,56.380905,7.0,74.021746,8.0,41.049719,9.0,34.502275,10.0,58.946931
13.4,1.0,47.580239,2.0,37.260087,3.0,24.733124,4.0,39.174037,5.0,19.953143,6.0,30.132999,7.0,40.943677,8.0,27.744659,9.0,19.560339,10.0,37.298474
13.6,1.0,42.198717,2.0,31.436521,3.0,22.013812,4.0,29.342237,5.0,18.357957,6.0,24.841387,7.0,35.888324,8.0,25.434679,9.0,17.035888,10.0,32.395554
13.8,1.0,41.427715,2.0,30.650516,3.0,23.013415,4.0,26.517354,5.0,20.590209,6.0,24.104906,7.0,35.577567,8.0,26.582236,9.0,18.126334,10.0,32.177117
14.0,1.0,49.919924,2.0,43.63371,3.0,52.431771,4.0,31.202689,5.0,64.757729,6.0,38.816425,7.0,51.825614,8.0,46.003375,9.0,44.189265,10.0,48.910232
14.2,1.0,56.276033,2.0,69.878679,3.0,47.958888,4.0,44.223256,5.0,32.2333,6.0,56.737549,7.0,71.360007,8.0,39.766277,9.0,38.290329,10.0,60.038547
14.4,1.0,47.976972,2.0,36.782908,3.0,31.74639,4.0,37.502046,5.0,18.935762,6.0,29.584001,7.0,40.870918,8.0,26.460588,9.0,23.688725,10.0,38.750653
14.6,1.0,42.377426,2.0,30.703818,3.0,29.002234,4.0,27.480118,5.0,17.345629,6.0,24.379439,7.0,35.699903,8.0,24.131457,9.0,21.257218,10.0,33.77735
14.8,1.0,41.435314,2.0,29.765816,3.0,29.968778,4.0,24.569709,5.0,19.576638,6.0,23.711924,7.0,35.320289,8.0,25.256842,9.0,22.419059,10.0,33.510756
15.0,1.0,48.021374,2.0,44.052846,3.0,50.539333,4.0,31.389698,5.0,63.642069,6.0,38.841111,7.0,53.811644,8.0,46.525673,9.0,45.065188,10.0,48.006119
15.2,1.0,54.423799,2.0,69.736643,3.0,46.515795,4.0,44.096338,5.0,32.184287,6.0,56.982874,7.0,71.639353,8.0,41.457744,9.0,38.614343,10.0,59.226684
15.4,1.0,47.197567,2.0,38.28725,3.0,30.360016,4.0,38.194501,5.0,18.911287,6.0,28.997142,7.0,43.82645,8.0,28.039674,9.0,24.349047,10.0,38.319858
15.6,1.0,41.365845,2.0,31.950476,3.0,27.59219,4.0,27.985051,5.0,17.32619,6.0,23.883091,7.0,38.53501,8.0,25.679771,9.0,22.009293,10.0,33.274619
15.8,1.0,40.244493,2.0,30.862258,3.0,28.526556,4.0,24.990518,5.0,19.555861,6.0,23.286428,7.0,38.08099,8.0,26.783651,9.0,23.241544,10.0,32.958958
16.0,1.0,50.589475,2.0,46.608482,3.0,48.395998,4.0,29.463905,5.0,62.30267,6.0,39.194513,7.0,52.379482,8.0,47.334907,9.0,43.718923,10.0,49.389185
16.2,1.0,57.01185,2.0,71.282915,3.0,44.791402,4.0,41.870999,5.0,31.847903,6.0,57.422519,7.0,68.594536,8.0,42.990831,9.0,36.772986,10.0,60.680656
16.4,1.0,50.883844,2.0,41.886837,3.0,28.701789,4.0,36.762515,5.0,18.600638,6.0,28.712439,7.0,43.409446,8.0,29.459395,9.0,22.838941,10.0,40.174041
16.6,1.0,44.804564,2.0,35.291151,3.0,25.911439,4.0,26.368714,5.0,17.020557,6.0,23.692217,7.0,37.992596,8.0,27.068463,9.0,20.589669,10.0,35.05527
16.8,1.0,43.495693,2.0,34.054867,3.0,26.814483,4.0,23.291533,5.0,19.248801,6.0,23.16827,7.0,37.458129,8.0,28.150621,9.0,21.89126,10.0,34.689622
17.0,1.0,50.618622,2.0,45.793165,3.0,52.064451,4.0,33.153433,5.0,61.183272,6.0,42.177401,7.0,44.911838,8.0,48.242102,9.0,43.835193,10.0,49.419875
17.2,1.0,57.039052,2.0,69.256065,3.0,48.850291,4.0,45.274456,5.0,31.67254,6.0,60.319591,7.0,59.659298,8.0,44.038661,9.0,36.452057,10.0,60.76241
17.4,1.0,52.032521,2.0,42.075983,3.0,32.835692,4.0,40.93377,5.0,18.452153,6.0,31.029378,7.0,36.996764,8.0,30.392892,9.0,22.843386,10.0,40.67376
17.6,1.0,45.688938,2.0,35.221185,3.0,30.023934,4.0,30.359374,5.0,16.87707,6.0,26.10615,7.0,31.449295,8.0,27.970676,9.0,20.68325,10.0,35.479816
17.8,1.0,44.184153,2.0,33.839339,3.0,30.896487,4.0,27.201089,5.0,19.103797,6.0,25.656758,7.0,30.827801,8.0,29.030895,9.0,22.053034,10.0,35.063252
18.0,1.0,42.603382,2.0,37.835561,3.0,51.692501,4.0,33.325903,5.0,61.173267,6.0,42.597505,7.0,41.249817,8.0,46.630353,9.0,42.221382,10.0,48.075175
18.2,1.0,49.003819,2.0,60.041941,3.0,48.842066,4.0,45.173488,5.0,32.552151,6.0,60.44677,7.0,54.685726,8.0,42.573459,9.0,34.458824,10.0,59.450448
18.4,1.0,45.140519,2.0,35.0847,3.0,32.910723,4.0,41.575429,5.0,19.359734,6.0,30.754281,7.0,34.424284,8.0,28.812415,9.0,21.169009,10.0,39.79612
18.6,1.0,38.514372,2.0,27.971708,3.0,30.078642,4.0,30.824795,5.0,17.789631,6.0,25.93105,7.0,28.740765,8.0,26.35866,9.0,19.096599,10.0,34.525313
18.8,1.0,36.805189,2.0,26.447138,3.0,30.921513,4.0,27.587017,5.0,20.014756,6.0,25.558019,7.0,28.025076,8.0,27.396726,9.0,20.533354,10.0,34.056895
19.0,1.0,44.424346,2.0,42.404147,3.0,43.315571,4.0,33.26361,5.0,65.662832,6.0,38.521602,7.0,39.352058,8.0,48.258485,9.0,35.641185,10.0,47.240269
19.2,1.0,50.790027,2.0,63.39224,3.0,40.803843,4.0,44.84961,5.0,37.881228,6.0,55.844296,7.0,51.625469,8.0,44.354091,9.0,27.555757,10.0,58.631451
19.4,1.0,48.090835,2.0,40.582445,3.0,24.963393,4.0,41.969309,5.0,24.717822,6.0,25.952374,7.0,33.646104,8.0,30.476853,9.0,14.577793,10.0,39.426423
19.6,1.0,41.162179,2.0,33.213387,3.0,22.112044,4.0,31.047408,5.0,23.152679,6.0,21.231968,7.0,27.820897,8.0,27.991306,9.0,12.591638,10.0,34.077013
19.8,1.0,39.240066,2.0,31.549246,3.0,22.926019,4.0,27.731809,5.0,25.376121,6.0,20.937063,7.0,27.003192,8.0,29.007005,9.0,14.094073,10.0,33.555795
20.0,1.0,37.841912,2.0,39.06889,3.0,43.397346,4.0,27.688672,5.0,65.444044,6.0,38.501903,7.0,46.372369,8.0,48.866478,9.0,36.035179,10.0,48.923963
20.2,1.0,44.160862,2.0,58.91432,3.0,41.200907,4.0,39.024216,5.0,38.455848,6.0,55.051683,7.0,57.618443,8.0,45.120567,9.0,27.681227,10.0,60.315692
20.4,1.0,42.646358,2.0,38.139866,3.0,25.458385,4.0,36.837042,5.0,25.322446,6.0,25.174154,7.0,41.812191,8.0,31.126246,9.0,15.007753,10.0,41.573593
20.6,1.0,35.393362,2.0,30.518154,3.0,22.588796,4.0,25.749467,5.0,23.762245,6.0,20.559218,7.0,35.839464,8.0,28.608654,9.0,13.106332,10.0,36.14379
20.8,1.0,33.249783,2.0,28.717886,3.0,23.374637,4.0,22.357778,5.0,25.983922,6.0,20.344163,7.0,34.911212,8.0,29.601776,9.0,14.673091,10.0,35.568817
